project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,daily_weather_station_nm,task_status,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,LITF, ,Light traffic,ABIOTIC,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,1.4,0.05kHz to 1.59kHz,5.24,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,None,None,None,2,Kelsey Bell,Confident,1,Song,1.8,4.20kHz to 10.13kHz,3.16,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,NESP,Ammospiza nelsoni,Nelson's Sparrow,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,2.4,2.29kHz to 6.82kHz,1.16,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,2.6,1.63kHz to 6.63kHz,2.63,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,3.2,3.08kHz to 5.18kHz,3.76,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,3.6,4.62kHz to 6.54kHz,2.44,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,4.4,2.85kHz to 9.90kHz,2.41,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,RBGR,Pheucticus ludovicianus,Rose-breasted Grosbeak,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,4.9,1.54kHz to 3.83kHz,3.60,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,2,bprobinson@live.ca,Confident,1,Song,5.1,3.64kHz to 5.79kHz,3.70,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,None,Moderate,Light,None,2,Hannah Phillips,Confident,1,Song,7.6,3.74kHz to 8.59kHz,2.15,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,3,bprobinson@live.ca,Confident,1,Song,8.9,3.27kHz to 5.09kHz,3.09,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,, ,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,Song,9.2,4.72kHz to 5.79kHz,1.89,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,WIWR,Troglodytes hiemalis,Winter Wren,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,Song,9.5,1.91kHz to 5.65kHz,3.20,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,SORA,Porzana carolina,Sora,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,10.2,1.73kHz to 3.97kHz,1.51,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,SORA,Porzana carolina,Sora,AVES,3m 1SPR,None,None,Moderate,Light,None,2,Hannah Phillips,Confident,1,Song,10.8,2.01kHz to 4.30kHz,2.73,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,None,None,None,3,Kelsey Bell,Confident,1,Song,11.9,4.25kHz to 9.99kHz,1.48,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,2,Kelsey Bell,Confident,1,Song,12.9,2.43kHz to 3.92kHz,2.78,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,4,bprobinson@live.ca,Confident,1,Song,13.6,2.89kHz to 4.11kHz,3.79,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,None,Moderate,Light,None,3,Hannah Phillips,Confident,1,Song,14.9,2.66kHz to 6.82kHz,2.39,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,RCKI,Corthylio calendula,Ruby-crowned Kinglet,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,18.5,1.26kHz to 5.18kHz,1.94,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,Song,22.8,1.68kHz to 7.24kHz,1.08,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,26.0,1.77kHz to 4.81kHz,1.33,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,AMBI,Botaurus lentiginosus,American Bittern,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,26.7,0.00kHz to 1.35kHz,1.99,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"","",R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,VIRA,Rallus limicola,Virginia Rail,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,Song,32.4,0.61kHz to 3.92kHz,8.15,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,41.4,0.05kHz to 1.12kHz,4.96,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,Moderate,Light,None,2,Hannah Phillips,Confident,1,Song,45.2,1.96kHz to 5.04kHz,1.65,,,,,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,47.9,0.00kHz to 0.56kHz,7.58,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,LEFL,Empidonax minimus,Least Flycatcher,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,Song,57.2,1.73kHz to 9.57kHz,0.38,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,UNAM,,Unidentified passerine in the American Robin Song Complex,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Unknown far,1,,,,,Song,2.8,1.82kHz to 4.39kHz,5.20,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-P15-31-47,2021-06-01,05:00:00,Active,57.873510,-115.542220,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,,,,,Song,18.9,4.16kHz to 6.40kHz,2.78,,,,,LA CRETE AGCM,Transcribed,323.00m,58km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,58km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,H-P15-31-47_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,LCSP,Ammospiza leconteii,Le Conte's Sparrow,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,,,,,Song,20.1,6.26kHz to 8.64kHz,0.95,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,,,,,Song,42.8,3.83kHz to 9.53kHz,2.69,,,,,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"",,R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,3,bprobinson@live.ca,Confident,1,,,,,,,,,Song,3.4,3.41kHz to 10.13kHz,2.91,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,5,bprobinson@live.ca,Confident,1,,,,,,,,,Song,4.2,2.94kHz to 5.09kHz,1.79,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,R-P10-20-33,2021-06-01,05:00:00,Active,55.134730,-111.683190,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,None,None,Moderate,Light,None,1,Hannah Phillips,Confident,1,,,,,,,,,Song,44.1,1.82kHz to 3.78kHz,2.21,LAC LA BICHE CLIMATE,Transcribed,567.00m,46km,13.20,26.50,19.90,,,0.00,,LAC LA BICHE CLIMATE,567.00m,46km,15.40,8.90,65,0.00,23,9,,94.90,,,NA,,,"","",R-P10-20-33_0+1_20210601$050000.wav,t
Edge Communities,BU,H-N10-19-98,2021-06-01,05:00:00,Active,55.261610,-113.449146,,YBSA,Sphyrapicus varius,Yellow-bellied Sapsucker,AVES,3m 1SPR,None,Light,Light,None,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Non-vocal,46.9,0.05kHz to 1.87kHz,3.15,PLEASANT VIEW,Transcribed,649.00m,35km,13.30,26.20,19.70,,,0.00,,PLEASANT VIEW,649.00m,35km,13.60,8.50,71,0.00,16,3,,,,,NA,,,,,H-N10-19-98_20210601_050000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Confident,1,Song,0.0,1.45kHz to 4.11kHz,8.81,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Confident,1,Song,0.0,1.73kHz to 11.21kHz,1.90,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Confident,1,Song,2.0,2.15kHz to 9.57kHz,2.55,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Moderate,None,None,None,1,bprobinson@live.ca,Confident,1,Song,3.9,3.22kHz to 5.00kHz,2.43,,,,,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Moderate,None,None,None,2,bprobinson@live.ca,Confident,1,Song,7.1,2.66kHz to 4.11kHz,3.78,,,,,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,WIWR,Troglodytes hiemalis,Winter Wren,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Confident,1,Song,8.5,1.91kHz to 8.54kHz,4.50,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,RBGR,Pheucticus ludovicianus,Rose-breasted Grosbeak,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,To Be Checked,1,Song,10.4,0.79kHz to 3.88kHz,5.29,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,None,Moderate,None,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,11.2,0.00kHz to 11.39kHz,5.10,,,,,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,3m 1SPR,None,None,None,None,None,2,Nola Sheets,Confident,1,Song,12.7,1.45kHz to 5.79kHz,2.80,,,,,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,UNPA, ,Unidentified Passerine,AVES,3m 1SPR,None,Moderate,None,None,None,1,bprobinson@live.ca,Unknown far,1,Call,46.4,1.31kHz to 2.99kHz,0.76,,,,,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,Moderate,None,None,None,1,bprobinson@live.ca,Confident,1,Song,46.9,1.45kHz to 5.98kHz,1.56,,,,,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Confident,1,,,,,Song,5.2,3.36kHz to 8.17kHz,2.35,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,WIWR,Troglodytes hiemalis,Winter Wren,AVES,3m 1SPR,None,None,None,None,None,2,Nola Sheets,Confident,1,,,,,Song,6.9,0.70kHz to 6.54kHz,3.79,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,S-P5-31-40,2021-06-01,05:20:00,Active,57.866700,-115.520869,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,None,None,None,2,Nola Sheets,Unknown far,1,,,,,Song,19.2,2.43kHz to 10.51kHz,2.94,,,,,LA CRETE AGCM,Transcribed,323.00m,59km,18.00,29.60,23.80,,,0.00,,LA CRETE AGCM,323.00m,59km,18.20,7.90,51,0.00,23,20,,,,,NA,,,,,S-P5-31-40_20210601_052000.wav,t
Edge Communities,BU,H-RS-29-44,2021-06-01,05:20:00,Active,56.858230,-114.619697,,WIWR,Troglodytes hiemalis,Winter Wren,AVES,3m 1SPR,None,Moderate,None,None,None,1,bprobinson@live.ca,Confident,1,,,,,Song,33.0,2.01kHz to 7.05kHz,2.93,,,,,RED EARTH,Transcribed,546.00m,53km,14.50,28.00,21.30,,,0.00,,RED EARTH,546.00m,53km,15.10,9.00,67,0.00,22,9,,94.94,,,NA,,,,,H-RS-29-44_20210601_052000.wav,t
